blockHash,blockNumber,confirmations,cumulativeGasUsed,from,gas,gasPrice,gasUsed,timeStamp,epoch,budget_Ether,budget_USD,Ether_to_USD,txn_Fee_Ether,txn_Fee_USD
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,68494,0x8da873a548d49358494192ccfda4b0acb80cf309,95000,51000000000000,68494,2017-06-24 13:00:13,1498309213,70.0,22358.699999999997,319.40999999999997,3.493194,1115.7610955399998
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,136011,0xd3069c9e486a8b77add55ae3ceb3a4b138fb76c7,150000,6000000000000,67517,2017-06-24 13:00:13,1498309213,120.0,38329.2,319.40999999999997,0.405102,129.39362982
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,203528,0xe211e6babed235b2c09ed757e66d80559b215fca,130000,5479999999999,67517,2017-06-24 13:00:13,1498309213,57.0,18206.37,319.40999999999997,0.3699931599999325,118.17951523557842
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,271045,0x1337d260b31a6486b955f3198c908a7c0aae0b0f,130000,2514000000000,67517,2017-06-24 13:00:13,1498309213,75.0,23955.749999999996,319.40999999999997,0.169737738,54.21593089458
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,338562,0x003ea3556bb0720913548a1e14e5e583269f4027,130000,2500000000000,67517,2017-06-24 13:00:13,1498309213,169.0,53980.28999999999,319.40999999999997,0.1687925,53.914012424999996
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,406079,0xaaff036e3b7b0f30aa608c5351f89c0b42e8dada,130000,2450000000000,67517,2017-06-24 13:00:13,1498309213,525.0,167690.24999999997,319.40999999999997,0.16541665,52.835732176499995
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,474573,0x2497eb64e357cd8e57ec0a1f76e02b6e4172e3e1,95000,2000000000000,68494,2017-06-24 13:00:13,1498309213,10.0,3194.0999999999995,319.40999999999997,0.136988,43.75533708
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,542090,0x2add963a0bdf1fd80342037c1c6b74681efdf794,280000,2000000000000,67517,2017-06-24 13:00:13,1498309213,28.0,8943.48,319.40999999999997,0.135034,43.13120993999999
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,609607,0x1241366a018f7d52e9dc15fa348c169c8cbf52c4,130000,1772000000000,67517,2017-06-24 13:00:13,1498309213,120.0,38329.2,319.40999999999997,0.119640124,38.21425200684
0xfff1aa1f18bbdfe5b67cc398ee8cf97c11991b4798744e9826637819c57ad285,3922950,4973834,677124,0x00e498c85d6592fc6a3d140d3557ac578b36f4d5,150000,1500000000000,67517,2017-06-24 13:00:13,1498309213,260.0,83046.59999999999,319.40999999999997,0.1012755,32.348407455
